url,title,date,content,ticker
https://economictimes.indiatimes.com/markets/stocks/news/adani-enterprises-eyes-first-ever-public-debt-issue-in-coming-weeks-report/articleshow/112126724.cms,Adani Enterprises eyes first-ever public debt issue in coming weeks: Report,"Last Updated: Jul 30, 2024, 11:22:00 AM IST","Adani Enterprises had decided not to proceed with a debut retail bond offering of up to 10 billion rupees last year after U.S.-based short-seller Hindenburg Research accused the group of improper use of offshore tax havens and stock manipulation. Adani Group denied Hindenburg's allegations, but shares of its group companies lost more than $100 billion in value before recovering in late 2023.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-energy-set-to-raise-up-to-1-billion-via-qip/articleshow/112121675.cms,Adani Energy set to raise up to $1 billion via QIP,"Last Updated: Jul 30, 2024, 01:21:00 PM IST","This will be the first equity fundraising by an Adani Group company since Adani Enterprises called off its ₹20,000 crore follow-on public offer (FPO) in February last year after having raised the amount.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/earnings/q1-results-this-week-itc-sbi-tamo-zomato-among-130-firms-to-announce-earnings/articleshow/112075506.cms,"Q1 results this week: ITC, SBI, TaMo, Zomato among 130 firms to announce earnings","Last Updated: Jul 28, 2024, 10:55:00 AM IST","This week, several prominent companies released their June quarter financial results. Firms like ITC, SBI, Adani Ports, Tata Motors, and M&M showcased their reports between July 29th and August 3rd. The updates offered a glimpse into their quarterly performance, engaging the attention of investors and stakeholders.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/will-nifty-cross-25000-this-week-fed-meeting-5-other-factors-to-watch-out-for/articleshow/112073916.cms,"Will Nifty cross 25,000 this week? Fed meeting & 5 other factors to watch out for","Last Updated: Jul 28, 2024, 09:03:00 AM IST","The stock market showed strong recovery last week, buoyed by positive US GDP data. This week, factors such as the US Fed meeting, Q1 earnings reports, FII flows, and global economic data could influence market trends. Analysts believe Nifty might hit the 25,000 mark for the first time.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/fiis-hit-sell-button-on-9-adani-stocks-but-lic-bullish-on-2-underdogs/articleshow/112030766.cms,FIIs hit sell button on 9 Adani stocks but LIC bullish on 2 underdogs,"Last Updated: Jul 26, 2024, 09:31:00 AM IST","FIIs sold stakes in nine Adani stocks, capitalizing on a price rebound during the June quarter, while LIC increased its investments in Adani Energy and Adani Enterprises. Mutual funds and retail investors demonstrated varied preferences across Adani stocks. Adani Ports emerged as a top performer in 2023 after recovering Hindenburg-era losses, showcasing strong financial health and reduced debt levels.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-end-flat-after-scaling-fresh-highs-hdfc-bank-plays-spoilsport/articleshow/111486635.cms,"Sensex, Nifty end flat after scaling fresh highs; HDFC Bank plays spoilsport","Last Updated: Jul 04, 2024, 04:11:00 PM IST","The Nifty breadth was skewed in the favour of the bears, with 27 stocks ending in the red, while 23 ended in positive territory. Top gainers at the close included Tata Motors, HCL Technologies, ICICI Bank, Sun Pharmaceuticals, and Tata Consultancy Services (TCS).",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/fresh-twist-hindenburg-gets-sebi-notice-for-shorting-adani-shares/articleshow/111440253.cms,Fresh twist: Hindenburg gets Sebi notice for ‘shorting Adani shares’,"Last Updated: Jul 03, 2024, 05:30:00 AM IST","Hindenburg termed the Sebi’s notice, dated June 26, as “nonsense, concocted to serve a pre-ordained purpose, an attempt to silence and intimidate those who expose corruption and fraud perpetrated by the most powerful individuals in India”. Apart from the research firm, its founder Nathan Anderson, Mark E Kingdon, Kingdon Capital Management, Kingdon Offshore Master Fund and K- India Opportunities Fund (KIOF) - Class F, too, were served the notice.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/hindenburg-gets-letter-from-sebi-about-adani-short-bet/articleshow/111417573.cms,"Hindenburg faces Sebi scrutiny, Kotak Bank dragged in Adani saga","Last Updated: Jul 02, 2024, 09:47:00 AM IST","Adani-Hindenburg Case: Hindenburg Research's disclosure of suspected violations by Sebi regarding Adani Group's short bet led to minimal gains, highlighting challenges foreign investors face under Indian securities rules. The short seller also stated that Kotak Mahindra Bank created and oversaw an offshore fund structure used by its ""investor partner"" to bet against the conglomerate, providing new details of trades that puzzled investors.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-airports-to-chart-next-decade-with-21-billion-infusion/articleshow/111270924.cms,Adani Airports to chart next decade with $21 billion infusion,"Last Updated: Jun 26, 2024, 05:31:00 AM IST","The business is housed under wholly owned subsidiary Adani Airport Holdings, which currently owns seven operational airports, in Mumbai, Lucknow, Ahmedabad, Jaipur, Guwahati, Thiruvananthapuram and Mangalore. Phase I of city-side development across 98 acres at airports in Mumbai, Ahmedabad, Jaipur, Lucknow and Guwahati has begun.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/set-to-capitalise-on-opportunities-in-infra-space-says-gautam-adani/articleshow/111244020.cms,"Set to capitalise on opportunities in infra space, says Gautam Adani","Last Updated: Jun 25, 2024, 05:38:00 AM IST","The core infrastructure group which has businesses ranging across ports, green energy, cement, airports, power and transmission will be setting up the largest energy installation, redeveloping the largest slum and making the largest single location copper smelter of the world in the country over the next few years.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-group-well-positioned-to-capitalise-on-countrys-infra-spending-gautam-adani/articleshow/111229226.cms,Adani Group 'well positioned' to capitalise on country's infra spending: Gautam Adani,"Last Updated: Jun 25, 2024, 12:07:00 PM IST"," India's Adani Group is ""well positioned"" to capitalize on opportunities in the country's booming infrastructure sector as spending is expected to surge, Chairman Gautam Adani told investors on Monday.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-ports-enters-sensex-wipro-exits-as-part-of-semi-annual-rejig/articleshow/111219677.cms,"Adani Ports enters Sensex, Wipro exits as part of semi-annual rejig","Last Updated: Jun 24, 2024, 09:54:00 AM IST","Adani Ports joins Sensex as Wipro exits. The inclusion of APSEZ brings $259 million in passive inflows. Seven stocks' weights to rise: Bharti Airtel, Infosys, Kotak Mahindra Bank, ICICI Bank, Tech Mahindra, Tata Steel, and IndusInd Bank.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/10-bse-100-stocks-turned-multibaggers-in-one-year-but-zomato-trent-beat-them-on-this-parameter/articleshow/111186969.cms,"10 BSE 100 stocks turned multibaggers in one year but Zomato, Trent beat them on this parameter","Last Updated: Jun 22, 2024, 02:08:00 PM IST","According to Ace Equities data, Trent leads the pack with a 213% return in one year and a beta of 0.70. Zomato, the food delivery platform, and Bajaj Auto, the two-wheeler company, yielded 162% and 107% respectively, with one-year betas of 0.78 and 0.42.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-ports-enters-sensex-wipro-exits-as-part-of-semi-annual-rejig/articleshow/111167890.cms,"Adani Ports to enter Sensex on Monday, Wipro to exit as part of semi-annual rejig","Last Updated: Jun 21, 2024, 05:20:00 PM IST","Adani Ports’ Sensex inclusion will trigger passive inflows of $259 million and 14.9 million shares are expected to be added, according to Nuvama’s estimates. Wipro’s exclusion could see outflows of $170 million. ",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-zomato-paytm-hal-som-distilleries-adani-enterprises-tcs/articleshow/111071036.cms,"Stocks in news: Zomato, Paytm, HAL, Som Distilleries, Adani Enterprises, TCS","Last Updated: Jun 18, 2024, 07:07:00 AM IST",Sensex and Nifty hit new highs. NCLAT directs NCLT to re-hear APL Apollo Tubes insolvency plea. Reliance Jio's tech collaboration with TM Forum sees 80% resource increase. Police investigate child labor at Som Distilleries. Mahindra Lifespace targets sharp increase in sales. Lupin enters CDMO business. Alembic Pharma receives FDA approval.,ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/gautam-adani-raises-stake-in-adani-enterprises-by-1-32/articleshow/110999357.cms,Gautam Adani raises stake in Adani Enterprises by 1.32% in June quarter,"Last Updated: Jun 14, 2024, 06:06:00 PM IST","The billionaire businessman did so via the open market. He bought this stake in AEL in two tranches. Between May 10 and 14, he reportedly bought an additional stake of 0.42% in the group’s flagship company through Kempas Trade and Investment. He followed it up with a 0.92% stake purchase through Emerging Market Investment DMCC.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-group-companies-ltts-among-19-companies-in-focus-today-tomorrow/articleshow/110956202.cms,"Adani group companies, LTTS among 19 companies in focus today & tomorrow","Last Updated: Jun 13, 2024, 09:53:00 AM IST","Adani group companies and LTTS, among others, are in focus for corporate actions like dividends and AGMs this week.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/110876803.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Jun 10, 2024, 05:21:00 PM IST",The NSE Nifty index closed 30.96 points  down  at 23259.2,ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-group-stocks-surge-up-to-6-a-day-after-lok-sabha-election-results/articleshow/110724753.cms,Adani group stocks surge up to 6% a day after Lok Sabha election results,"Last Updated: Jun 05, 2024, 12:34:00 PM IST","Adani group stocks rebounded up to 6% on Wednesday after an initial 15% decline, triggered by election result disappointment. On Tuesday, all 10 Adani companies faced losses, shedding around Rs 3 lakh crore. Global brokerage Jefferies recommends buying Adani Enterprises, Adani Ports, and Adani Energy Solutions.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-stocks-overseas-bonds-battered-by-rout/articleshow/110717561.cms,"Adani stocks, overseas bonds battered by rout","Last Updated: Jun 05, 2024, 07:19:00 AM IST",Adani Group's offshore bonds dropped 1-2 points post Modi government's failure to secure a predicted victory as per exit polls.,ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-group-offshore-bonds-fall-as-modi-govt-misses-predicted-majority/articleshow/110711297.cms,Adani Group offshore bonds fall as Modi govt misses predicted majority,"Last Updated: Jun 04, 2024, 09:29:00 PM IST","The political development led to a sharp decline in Adani Group companies' stock prices as well, which fell by 20% due to the poor performance of the BJP. ",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/top-10-stock-losers-in-asia-are-all-from-india-on-tight-election/articleshow/110698016.cms,Top 10 stock losers in Asia are all from India on tight election,"Last Updated: Jun 04, 2024, 01:52:00 PM IST",A BSE Ltd gauge of state-run stocks dropped by as much as 20%. Shares of Adani Enterprises Ltd. and Adani Ports & Special Economic Zone Ltd. slumped more than 20%.,ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/ril-investors-suffer-1-67-lakh-crore-loss-as-stock-crashes-over-9/articleshow/110696278.cms,RIL investors suffer Rs 1.27 lakh crore loss as stock ends 7.5% lower,"Last Updated: Jun 04, 2024, 05:38:00 PM IST","Shares of RIL dropped 7.5% on BSE as NDA alliance's election results differed from exit polls, wiping off Rs 1.27 lakh crore from investors. RIL hit an all-time high of Rs 3,029 on June 3, with a market cap of Rs 20.44 lakh crore, now at Rs 18.9 lakh crore.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/110691850.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Jun 04, 2024, 10:55:00 AM IST",The NSE Nifty index was trading 798.86 points  down  at 22465.05,ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-stocks-crash-up-to-8-a-day-after-erasing-hindenburg-era-losses/articleshow/110690524.cms,Adani Group suffers Rs 3 lakh crore shock as stocks crash up to 20%,"Last Updated: Jun 05, 2024, 05:52:00 PM IST","Adani Group Stocks: Shares of all 10 Adani Group companies fell as PM Modi's election results showed unexpected outcome, leading to a 20% crash in Adani Ports stock.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-stocks-get-rid-of-hindenburg-stain-after-16-months-as-m-cap-nears-rs-2-trillion/articleshow/110661184.cms,Adani stocks get rid of Hindenburg stain after 16 months as m-cap nears Rs 2 trillion,"Last Updated: Jun 03, 2024, 02:22:00 PM IST","Compared to pre-Hindenburg levels, the stock of Adani Power has soared nearly 220%, while Adani Ports has more than doubled in value. ACC, Adani Enterprises, Adani Green Energy, and Ambuja Cements are also trading above pre-Hindenburg levels.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/110653092.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Jun 03, 2024, 09:59:00 AM IST",The NSE Nifty index was trading 631.5 points  up  at 23162.2,ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/rs-1-4-lakh-crore-gain-adani-stocks-zoom-up-to-16-as-exit-polls-predict-modis-return/articleshow/110653005.cms,Rs 1.4 lakh crore gain! Adani stocks zoom up to 16% as exit polls predict Modi's return,"Last Updated: Jun 03, 2024, 08:46:00 PM IST","Adani Group stocks soared up to 16% as exit polls predicted a victory for Prime Minister Narendra Modi. The conglomerate's combined market cap rose by nearly Rs 1.4 lakh crore, reaching Rs 19.24 lakh crore. Adani Power surged 16%, while other group entities also saw significant gains, nearing pre-Hindenburg levels.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/earnings/adani-portfolio-delivers-record-45-ebitda-growth-in-fy24/articleshow/110637393.cms,Adani portfolio delivers record 45% EBITDA growth in FY24,"Last Updated: Jun 02, 2024, 01:50:00 PM IST","Adani Group companies posted a record 45 per cent rise in pre-tax profit (EBITDA) to Rs 82,917 crore (about USD 10 billion) in FY24 as the apples-to-airport conglomerate made a massive comeback, the group said on Sunday.",ADANIENT
https://economictimes.indiatimes.com/markets/stocks/news/adani-surge-helps-indices-break-losing-streak-on-eve-of-exit-polls/articleshow/110609609.cms,Adani surge helps indices break losing streak on eve of exit polls,"Last Updated: Jun 01, 2024, 09:16:00 AM IST",Adani Group stocks surged up to 9% after brokerage Jefferies recommended buying shares of four companies within the conglomerate in Mumbai.,ADANIENT
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/111330456.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Jun 28, 2024, 09:59:00 AM IST",The NSE Nifty index was trading 118.5 points  up  at 24163.0,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/111167838.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Jun 21, 2024, 04:30:00 PM IST",The NSE Nifty index closed 65.91 points  down  at 23501.1,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/news/block-deals-worth-over-rs-7640-crore-this-week-chandrababu-naidus-heritage-foods-adani-ports-see-top-action/articleshow/110816080.cms,"Block deals worth over Rs 7,640 crore this week. Chandrababu Naidu’s Heritage Foods, Adani Ports see top action","Last Updated: Jun 08, 2024, 02:09:00 PM IST","The week was an eventful one. Besides the general election results, D-Street saw some prominent block deals which included over three dozen companies from large, mid and smallcap segments. Shares worth Rs 7,640 crore were traded on screen, which included both buying and selling. ",ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/110705387.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Jun 04, 2024, 05:01:00 PM IST",The NSE Nifty index closed 1379.41 points  down  at 21884.5,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/news/top-10-stock-losers-in-asia-are-all-from-india-on-tight-election/articleshow/110698016.cms,Top 10 stock losers in Asia are all from India on tight election,"Last Updated: Jun 04, 2024, 01:52:00 PM IST",A BSE Ltd gauge of state-run stocks dropped by as much as 20%. Shares of Adani Enterprises Ltd. and Adani Ports & Special Economic Zone Ltd. slumped more than 20%.,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/110691850.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Jun 04, 2024, 10:55:00 AM IST",The NSE Nifty index was trading 798.86 points  down  at 22465.05,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/110666452.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Jun 03, 2024, 04:30:00 PM IST",The NSE Nifty index closed 733.21 points  up  at 23263.9,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/110653092.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Jun 03, 2024, 09:59:00 AM IST",The NSE Nifty index was trading 631.5 points  up  at 23162.2,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/news/block-deals-worth-over-rs-13000-crore-this-week-adani-ports-hdfc-bank-vodafone-idea-among-stocks-with-top-action/articleshow/110419859.cms,"Block deals worth over Rs 13,000 cr this week: Adani Ports, HDFC Bank, Vodafone Idea among stocks with top action","Last Updated: May 25, 2024, 09:31:00 PM IST","The week gone by was highly volatile, with Nifty gaining  2.2% or 490 points in four sessions and hitting a lifetime high of 23,000. The week was also in the news for block deals involving  over three dozen companies from large, mid and smallcap segments  worth Rs 13,059 crore on screen.",ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/110396860.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: May 24, 2024, 04:20:00 PM IST",The NSE Nifty index closed 10.56 points  down  at 22957.1,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/110382320.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: May 24, 2024, 10:14:00 AM IST",The NSE Nifty index was trading 34.71 points  down  at 22932.95,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109489883.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Apr 22, 2024, 10:24:00 AM IST",The NSE Nifty index was trading 102.46 points  up  at 22249.45,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109135363.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Apr 08, 2024, 05:06:00 PM IST",The NSE Nifty index closed 152.6 points  up  at 22666.3,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109121660.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Apr 08, 2024, 10:45:00 AM IST",The NSE Nifty index was trading 102.9 points  up  at 22616.6,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/news/plan-to-invest-60000-cr-in-airport-biz-in-next-10-years-adani-ports-md/articleshow/108377781.cms,"Plan to invest Rs 60,000 cr in airport biz in next 10 years: Adani Ports MD","Last Updated: Mar 11, 2024, 05:30:00 AM IST","The Adani Group plans to invest ₹60,000 crore over the next decade in its airport business, excluding the ₹18,000 crore already invested in the first phase of the Navi Mumbai airport. The investment will focus on infrastructure like runways, terminals, and city-side amenities, funded through internal accruals. The group aims to transform its airports into major international hubs, anticipating a significant increase in international travel. Once profitable, the airport business will be listed. With eight airports, the group aims to cater to 250-300 million passengers by 2040, up from the current 73 million across seven operational airports.",ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/106669163.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Jan 09, 2024, 05:01:00 PM IST",The NSE Nifty index closed 31.85 points  up  at 21544.85,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/106654440.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Jan 09, 2024, 10:14:00 AM IST",The NSE Nifty index was trading 122.0 points  up  at 21635.0,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/106518559.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Jan 03, 2024, 05:16:00 PM IST",The NSE Nifty index closed 47.3 points  down  at 21731.4,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/106503628.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Jan 03, 2024, 10:50:00 AM IST",The NSE Nifty index was trading 47.3 points  down  at 21731.4,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/105783473.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Dec 06, 2023, 04:15:00 PM IST",The NSE Nifty index closed 82.6 points  up  at 20937.7,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/105771737.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Dec 06, 2023, 10:09:00 AM IST",The NSE Nifty index was trading 66.6 points  up  at 20921.7,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/105756981.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Dec 05, 2023, 05:06:00 PM IST",The NSE Nifty index closed 168.3 points  up  at 20855.1,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/105744445.cms,Share market update: Most active stocks of the day in terms of total traded value,"Last Updated: Dec 05, 2023, 10:40:00 AM IST",The NSE Nifty index was trading 134.6 points  up  at 20821.4,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/105564263.cms,Share market update: Most active stocks of the day in terms of traded value,"Last Updated: Nov 28, 2023, 05:06:00 PM IST",The NSE Nifty index closed 95.0 points  up  at 19889.7,ADANIPORTS
https://economictimes.indiatimes.com/markets/stocks/news/adani-ports-axis-bank-among-5-nifty-stocks-with-golden-crossover-pattern/articleshow/104914483.cms,"Adani Ports, Axis Bank among 5 Nifty stocks with golden crossover pattern","Last Updated: Nov 02, 2023, 03:38:00 PM IST"," Dive into the world of stock market analysis with a focus on the Golden Crossover, a key technical pattern. ETMarkets presents insights into five stocks that recently experienced a Golden Crossover, shedding light on how this pattern can influence investment decisions.",ADANIPORTS
